,Contracting Agency Name,Date Signed,Est. Ultimate Completion Date,Product or Service Description,Vendor Address State Name,National Interest Action,Action Obligation
997,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-05-21,2012-01-31,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: OTHER,NEW JERSEY,HURRICANE IRENE 2011,-24744.37
998,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-17,2012-11-15,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,9000.0
999,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-02-01,2012-11-15,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,-6000.0
1001,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-03-06,2012-11-15,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,-1284.0
1002,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-03-30,2012-11-15,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,750.0
1003,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-15,2012-11-09,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,9000.0
1004,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-02-06,2012-11-09,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,-2250.0
1007,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-19,2012-11-18,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,13800.0
1009,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-06-07,2012-06-07,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,-10637.92
1010,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-04,2011-11-05,TRANSPORTATION/TRAVEL/RELOCATION- RELOCATION: RELOCATION,NEW JERSEY,HURRICANE IRENE 2011,74445.8
1012,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-12-20,2012-01-31,TRANSPORTATION/TRAVEL/RELOCATION- RELOCATION: RELOCATION,NEW JERSEY,HURRICANE IRENE 2011,16000.0
1013,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-01-13,2012-01-31,TRANSPORTATION/TRAVEL/RELOCATION- RELOCATION: RELOCATION,NEW JERSEY,HURRICANE IRENE 2011,21724.0
1014,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-03-07,2012-01-31,TRANSPORTATION/TRAVEL/RELOCATION- RELOCATION: RELOCATION,NEW JERSEY,HURRICANE IRENE 2011,-32000.0
1015,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-04-10,2012-05-31,TRANSPORTATION/TRAVEL/RELOCATION- RELOCATION: RELOCATION,NEW JERSEY,HURRICANE IRENE 2011,32000.0
1016,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-05-21,2012-05-31,TRANSPORTATION/TRAVEL/RELOCATION- RELOCATION: RELOCATION,NEW JERSEY,HURRICANE IRENE 2011,-21551.5
1017,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-02,2011-11-05,R&D- HOUSING: HOUSING (BASIC RESEARCH),NEW JERSEY,HURRICANE IRENE 2011,19848.22
1018,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-25,2011-11-17,R&D- HOUSING: HOUSING (BASIC RESEARCH),NEW JERSEY,HURRICANE IRENE 2011,5674.55
1019,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-12-20,2012-01-15,R&D- HOUSING: HOUSING (BASIC RESEARCH),NEW JERSEY,HURRICANE IRENE 2011,4000.0
1020,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-03-07,2012-01-15,R&D- HOUSING: HOUSING (BASIC RESEARCH),NEW JERSEY,HURRICANE IRENE 2011,-8000.0
1021,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-04-10,2012-05-31,R&D- HOUSING: HOUSING (BASIC RESEARCH),NEW JERSEY,HURRICANE IRENE 2011,8000.0
1022,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-05-21,2012-05-31,R&D- HOUSING: HOUSING (BASIC RESEARCH),NEW JERSEY,HURRICANE IRENE 2011,-2283.83
1023,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-03,2011-11-28,TELEPHONE AND TELEGRAPH EQUIPMENT,CALIFORNIA,HURRICANE IRENE 2011,45925.0
1025,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-04,2012-11-03,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,33600.0
1028,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-04,2011-11-20,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",NEW JERSEY,HURRICANE IRENE 2011,38400.0
1029,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-16,2012-11-14,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,42480.0
1030,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-01-31,2012-11-14,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,-30975.0
1031,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-03-08,2012-11-14,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,3500.0
1032,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-04-20,2012-11-14,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,3500.0
1033,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-08-10,2012-11-14,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,590.0
1034,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-04,2012-02-03,LEASE OR RENTAL OF EQUIPMENT- VEHICULAR EQUIPMENT COMPONENTS,MISSOURI,HURRICANE IRENE 2011,14832.0
1035,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-02-07,2012-05-13,LEASE OR RENTAL OF EQUIPMENT- VEHICULAR EQUIPMENT COMPONENTS,MISSOURI,HURRICANE IRENE 2011,14832.0
1036,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-05-14,2012-06-25,LEASE OR RENTAL OF EQUIPMENT- VEHICULAR EQUIPMENT COMPONENTS,MISSOURI,HURRICANE IRENE 2011,3708.0
1039,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-07-05,2012-09-30,LEASE OR RENTAL OF EQUIPMENT- VEHICULAR EQUIPMENT COMPONENTS,MISSOURI,HURRICANE IRENE 2011,2472.0
1040,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-22,2012-11-20,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,12600.0
1042,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-02-15,2012-01-21,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,-11351.0
1043,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-09,2012-11-07,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,94500.0
1044,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-02-01,2012-11-07,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,-68040.0
1045,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-08,2012-11-07,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,94500.0
1046,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-02-01,2012-11-07,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,-42840.0
1049,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-12-01,2012-11-25,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,20520.0
1051,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-02-14,2012-11-25,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,-17830.0
1052,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-08,2011-11-09,TRANSPORTATION/TRAVEL/RELOCATION- RELOCATION: RELOCATION,NEW YORK,HURRICANE IRENE 2011,19600.0
1053,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-12-19,2012-01-15,TRANSPORTATION/TRAVEL/RELOCATION- RELOCATION: RELOCATION,NEW YORK,HURRICANE IRENE 2011,4000.0
1054,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-02-23,2012-02-23,TRANSPORTATION/TRAVEL/RELOCATION- RELOCATION: RELOCATION,NEW YORK,HURRICANE IRENE 2011,-8000.0
1055,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-08,2012-11-18,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",NEW JERSEY,HURRICANE IRENE 2011,14800.0
1056,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-10,2011-12-30,SUPPORT- MANAGEMENT: ADVERTISING,DISTRICT OF COLUMBIA,HURRICANE IRENE 2011,5272.8
1057,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-16,2011-11-18,R&D- HOUSING: HOUSING (BASIC RESEARCH),NEW JERSEY,HURRICANE IRENE 2011,17326.0
1058,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-10,2011-11-18,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",NEW JERSEY,HURRICANE IRENE 2011,7900.0
1059,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-25,2011-11-30,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",NEW YORK,HURRICANE IRENE 2011,7331.43
1060,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-15,2011-11-30,ADP SOFTWARE,MASSACHUSETTS,HURRICANE IRENE 2011,8624.26
1061,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-02-03,2012-02-03,ADP SOFTWARE,MASSACHUSETTS,HURRICANE IRENE 2011,-0.08
1062,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-17,2012-11-17,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,58500.0
1063,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-01-31,2012-11-17,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,-18525.0
1068,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-12-02,2012-12-01,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,104520.0
1069,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-01-30,2012-12-01,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,-80400.0
1071,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-12-01,2012-11-27,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,19500.0
1074,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-04-03,2012-04-03,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,-19500.0
1075,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-21,2011-11-30,R&D- HOUSING: HOUSING (BASIC RESEARCH),NEW JERSEY,HURRICANE IRENE 2011,16098.0
1076,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-23,2011-11-30,R&D- HOUSING: HOUSING (BASIC RESEARCH),NEW JERSEY,HURRICANE IRENE 2011,23707.0
1077,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-29,2012-11-28,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,26460.0
1079,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-05-08,2012-11-28,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,-22934.05
1080,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-29,2012-11-28,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,18900.0
1081,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-02-01,2012-11-28,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,-2835.0
1083,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-08-07,2012-11-28,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,-7000.0
1084,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-12-01,2012-02-01,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",NEW YORK,HURRICANE IRENE 2011,3000.0
1085,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-01-31,2012-03-01,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",NEW YORK,HURRICANE IRENE 2011,1130.0
1086,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-02-21,2012-04-02,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",NEW YORK,HURRICANE IRENE 2011,1130.0
1087,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-04-30,2012-04-30,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",NEW YORK,HURRICANE IRENE 2011,-2740.0
1088,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-12-19,2012-12-14,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,3660.0
1089,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-12-19,2012-12-14,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,11340.0
1090,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-02-03,2012-12-14,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,-8505.0
1091,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-06-26,2012-12-14,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,-853.55
1092,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-12-16,2011-12-23,MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,NEW YORK,HURRICANE IRENE 2011,351208.0
1093,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-05-16,2011-12-23,MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,NEW YORK,HURRICANE IRENE 2011,-131147.49
1094,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-12-09,2011-12-16,EDUCATION/TRAINING- LECTURES,INDIANA,HURRICANE IRENE 2011,7775.0
1095,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-12-09,2012-03-20,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),NEW YORK,HURRICANE IRENE 2011,149985.0
1096,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-03-20,2012-08-21,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),NEW YORK,HURRICANE IRENE 2011,149985.0
1097,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-06-15,2012-08-21,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),NEW YORK,HURRICANE IRENE 2011,101000.0
1100,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-09-05,2013-03-31,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),NEW YORK,HURRICANE IRENE 2011,30000.0
1101,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-10-01,2013-03-31,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),NEW YORK,HURRICANE IRENE 2011,33480.0
1102,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-10-17,2013-03-31,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),NEW YORK,HURRICANE IRENE 2011,163080.0
1103,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-12-13,2011-12-30,OFFICE INFORMATION SYSTEM EQUIPMENT,MINNESOTA,HURRICANE IRENE 2011,3144.0
1104,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-12-15,2012-12-31,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,12420.0
1106,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-04-10,2012-04-10,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,-9315.0
1107,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-12-23,2012-12-14,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,50400.0
1108,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-01-31,2012-12-14,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,-6650.0
1112,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-08-07,2012-12-14,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,NEW YORK,HURRICANE IRENE 2011,-10000.0
1113,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-12-22,2011-12-31,TRUCK AND TRACTOR ATTACHMENTS,NEW YORK,HURRICANE IRENE 2011,4965.0
1114,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-01-19,2012-03-28,ADP SOFTWARE,MASSACHUSETTS,HURRICANE IRENE 2011,6624.36
1115,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-12-29,2012-03-27,LEASE OR RENTAL OF EQUIPMENT- VEHICULAR EQUIPMENT COMPONENTS,MISSOURI,HURRICANE IRENE 2011,2880.0
1116,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-04-24,2012-03-29,LEASE OR RENTAL OF EQUIPMENT- VEHICULAR EQUIPMENT COMPONENTS,MISSOURI,HURRICANE IRENE 2011,80.0
1117,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-03-22,2012-03-23,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",NEW JERSEY,HURRICANE IRENE 2011,7456.0
1118,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-03-26,2012-03-23,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",NEW JERSEY,HURRICANE IRENE 2011,570.0
1119,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-01-20,2012-02-29,OFFICE INFORMATION SYSTEM EQUIPMENT,VIRGINIA,HURRICANE IRENE 2011,3116.01
1120,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-01-27,2012-02-03,OFFICE INFORMATION SYSTEM EQUIPMENT,VIRGINIA,HURRICANE IRENE 2011,154.35
1121,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-02-01,2012-05-01,LEASE OR RENTAL OF EQUIPMENT- VEHICULAR EQUIPMENT COMPONENTS,NEW YORK,HURRICANE IRENE 2011,7580.0
1122,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-04-30,2012-06-05,LEASE OR RENTAL OF EQUIPMENT- VEHICULAR EQUIPMENT COMPONENTS,NEW YORK,HURRICANE IRENE 2011,2400.0
1123,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-02-02,2012-05-05,WATER PURIFICATION EQUIPMENT,NEW YORK,HURRICANE IRENE 2011,447.0
1124,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-03-23,2012-05-05,WATER PURIFICATION EQUIPMENT,NEW YORK,HURRICANE IRENE 2011,525.0
1125,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-04-27,2012-06-05,WATER PURIFICATION EQUIPMENT,NEW YORK,HURRICANE IRENE 2011,274.0
1126,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-05-16,2012-07-05,WATER PURIFICATION EQUIPMENT,NEW YORK,HURRICANE IRENE 2011,299.0
1127,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-06-27,2012-08-05,WATER PURIFICATION EQUIPMENT,NEW YORK,HURRICANE IRENE 2011,296.5
1128,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-02-14,2012-02-28,OFFICE SUPPLIES,NEW YORK,HURRICANE IRENE 2011,20497.37
1129,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-04-03,2012-04-03,OFFICE SUPPLIES,NEW YORK,HURRICANE IRENE 2011,-31.92
1130,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-02-10,2012-02-27,OFFICE SUPPLIES,NEW YORK,HURRICANE IRENE 2011,25245.34
1131,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-03-29,2012-06-30,WATER PURIFICATION EQUIPMENT,CONNECTICUT,HURRICANE IRENE 2011,1102.53
1132,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-05-31,2012-07-30,WATER PURIFICATION EQUIPMENT,CONNECTICUT,HURRICANE IRENE 2011,367.51
1133,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-05-08,2012-06-25,SUPPORT- ADMINISTRATIVE: PAPER SHREDDING,NEW YORK,HURRICANE IRENE 2011,1056.0
1136,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-10-18,2012-10-12,SUPPORT- ADMINISTRATIVE: PAPER SHREDDING,NEW YORK,HURRICANE IRENE 2011,-1251.84
1137,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-05-07,2012-05-11,MEDICAL- GENERAL HEALTH CARE,NEW YORK,HURRICANE IRENE 2011,709.31
1138,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-05-07,2012-05-11,MEDICAL- GENERAL HEALTH CARE,OHIO,HURRICANE IRENE 2011,243.0
1139,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-05-08,2012-05-11,MEDICAL- GENERAL HEALTH CARE,NEW YORK,HURRICANE IRENE 2011,676.0
1140,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-05-08,2012-05-11,MEDICAL- GENERAL HEALTH CARE,OHIO,HURRICANE IRENE 2011,243.0
1141,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-06-07,2012-09-30,"LEASE OR RENTAL OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",NEW YORK,HURRICANE IRENE 2011,21240.0
1142,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-06-15,2012-09-30,"LEASE OR RENTAL OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",NEW YORK,HURRICANE IRENE 2011,948.0
1145,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-07-27,2012-08-26,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",NEW YORK,HURRICANE IRENE 2011,1700.0
1146,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-08-26,2012-09-30,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",NEW YORK,HURRICANE IRENE 2011,1874.0
1148,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-07-31,2012-08-15,"INSTALLATION OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",MASSACHUSETTS,HURRICANE IRENE 2011,3891.37
1149,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-08-07,2012-08-02,"INSTALLATION OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",MASSACHUSETTS,HURRICANE IRENE 2011,-3891.37
1150,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-10,2012-01-06,UTILITIES- WATER,NEW YORK,HURRICANE IRENE 2011,1000.0
1154,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-11-08,2012-05-07,UTILITIES- ELECTRIC,NEW YORK,HURRICANE IRENE 2011,6000.0
1157,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-12-01,2013-01-01,UTILITIES- ELECTRIC,NEW YORK,HURRICANE IRENE 2011,399.0
1158,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-04-16,2012-09-30,UTILITIES- ELECTRIC,NEW YORK,HURRICANE IRENE 2011,319.2
1159,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-09-28,2012-09-30,UTILITIES- ELECTRIC,NEW YORK,HURRICANE IRENE 2011,239.7
1160,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-12-05,2012-06-04,HOUSEKEEPING- FIRE PROTECTION,NEW YORK,HURRICANE IRENE 2011,7800.0
1162,FEDERAL EMERGENCY MANAGEMENT AGENCY,2012-05-18,2012-05-30,HOUSEKEEPING- FIRE PROTECTION,NEW YORK,HURRICANE IRENE 2011,-1300.0
1163,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-12-08,2012-01-16,UTILITIES- ELECTRIC,NEW YORK,HURRICANE IRENE 2011,66531.5
1164,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-12-09,2011-12-30,UTILITIES- ELECTRIC,NEW YORK,HURRICANE IRENE 2011,115030.0
1165,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-12-10,2011-12-30,UTILITIES- ELECTRIC,NEW YORK,HURRICANE IRENE 2011,61326.66
1166,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-12-27,2012-01-16,UTILITIES- ELECTRIC,NEW YORK,HURRICANE IRENE 2011,6947.01
1167,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-10-18,2012-07-17,SUPPORT- ADMINISTRATIVE: MAILING/DISTRIBUTION,DISTRICT OF COLUMBIA,HURRICANE IRENE 2011,-1744.97
1168,FEDERAL EMERGENCY MANAGEMENT AGENCY,2011-09-15,2012-09-30,LEASE-RENT OF VEHICULAR EQ,FLORIDA,HURRICANE IRENE 2011,5676.68
